PC_1,PC_2,PC_3,Label
4.150409089895814,2.976609216867163,1.5224303493405953,1
2.2913962158421843,1.2661601382160317,1.7556430838351236,1
3.2054889001176745,2.0719031466580202,1.746824201962304,1
3.5849542038636555,5.468043543650689,0.6939823934949715,1
2.7141453905089308,1.8107328157985223,2.5092556032651077,1
2.289332424683324,3.575410358741623,0.8109718139025524,1
2.250714371075454,1.588738958510602,1.3195033376909444,1
2.224602325322307,3.0937937893134713,1.6210827496481546,1
2.5064238920840887,3.4084224525833684,0.738279736615963,1
3.374274519920168,4.705559440492799,0.25842780029994145,1
1.4177013886190528,1.5979410497371889,1.7715325444829415,1
2.3633246709941065,2.4135114287716264,1.3640574907807959,1
3.875095655173041,3.201724725575345,4.213752361948266,1
1.7325544501332046,2.1038859372767864,2.637827036518049,1
2.825351521774909,3.8480271159085797,0.8576089156586586,1
2.752487603243878,3.2843289481217286,0.7362022192821375,1
1.7019387010410012,1.9254200165894673,1.6483470852581779,1
2.846012742577587,2.8180596597710066,1.0719439890195954,1
2.9909884029867317,1.1625887233034269,1.8398941010152252,1
1.3011484141502527,2.3372806382693323,1.7305134007591292,0
1.2079666256939554,2.564978150062413,1.2560691027477449,0
0.6672916596610384,2.8911479306979877,2.14067692424128,0
2.9321196649549752,3.382437303806889,1.3875883348404818,1
2.7887847531831884,0.85919072576596,1.6680283255267523,1
2.991242059288401,1.9317048125730094,1.290726392412796,1
3.5782912005206287,2.997561340109912,1.9521039190682647,1
2.598032270229814,3.0433432134952354,0.4341108290553138,1
2.4761360949831284,1.832131286284664,2.977345329749589,1
2.733804132241707,2.5543368643423685,0.8790076553136241,1
2.1076835096219773,1.9377029108189172,2.02090292959831,1
3.2944230812813835,2.167047423430754,1.8263490434223326,1
2.431930394762578,3.591976055926084,0.7848241299295308,1
2.883376327239864,2.4945849472032915,1.6672816777109163,1
3.0024345025325476,2.054724563136872,0.9513588703418537,1
2.454633096684466,2.620514107802814,0.5914982160771122,1
2.3948139957976666,2.2875713211769066,1.218559555722056,1
1.9931899519231342,2.666822051816213,1.344691877597698,1
0.6148469992708393,1.970684274599972,2.6437711641865493,0
1.3664373914206398,1.3908898735078883,3.654289745911012,1
1.8481481767501444,2.658758021077821,0.9012761649280728,1
1.0514901129865757,1.8179374589580166,1.4999203908764989,1
1.613595367870521,3.0700097869806386,1.215510774417909,1
4.121769475839307,2.9975798593022907,2.804352509676588,1
1.909665929414663,2.6882848065453806,1.0560727443351117,1
1.5589001939730496,2.3525744615352613,0.6668296857040616,1
3.109067720377889,2.3532392567730698,1.3042149856715104,1
0.3873893324763732,2.8376721264351863,1.9800185612673662,0
2.1035030488911195,3.097392498338783,0.7547322141538095,1
1.0554534916172968,2.422266466586474,1.37742600012377,0
1.210884818607664,2.0320320526838,1.8185270495432782,0
0.6712338999650952,2.0098726243921794,2.363345878745047,0
0.7764339552769423,1.8882592353690235,1.7686017463702703,0
0.6964805605748565,2.244527778669861,1.9036020463335228,0
2.541289195600686,2.0552185069667344,2.288018084300793,1
1.4547979938178957,1.760366100761062,1.4152011835275686,1
0.8582944661803169,2.4392890667505798,2.131937525838894,0
2.909043461992984,1.7023445141572824,1.6772933598487407,1
2.2337715096263904,2.6844508383932255,1.2001319492939673,1
0.6224563215041365,1.8587332341271579,2.466123360442645,0
0.5092213136153364,3.1128075015657317,1.475387569556806,0
0.9873245342201388,3.218683722668164,2.4402649127641673,0
0.9345874156517878,3.33268268570841,2.513383520127192,0
2.9391954529507873,3.2946870736764455,1.8982127844943113,1
1.0069126104757955,3.3713747482226912,3.061570900176892,0
2.1012086043450022,2.8545637313405083,1.2566975931252864,1
2.134180980201389,2.6098377421609986,1.3877004375210988,1
0.8780274060034645,3.0849388958849606,2.1491343899266218,0
0.6778605333118475,2.1966287295483413,2.1957278894317995,0
2.8219704735488014,5.146983605551806,2.549781125137449,0
0.7481690690872527,2.1129938650724047,2.044049317425349,0
2.3779387288106357,1.066004724864759,2.0841901265134903,1
1.5549911744444862,4.604022586133349,3.4632465818288134,0
3.142604881613829,2.6743405745667754,1.095577681891267,1
1.540279389090188,2.429420273366771,1.1620139944995742,1
0.9206296210751223,2.184959893829719,1.7341818617513816,0
2.029241455039834,1.805039065420027,2.4001528855853014,1
1.4111165829458399,2.9817018767321737,2.2738963818795614,0
3.3412604032150446,2.6688785280341523,1.99877021794757,1
