PC_1,PC_2,PC_3,Label
0.44080015277590323,2.165872704946177,1.8061811933115157,0
0.6449454853796289,2.8691976282162566,2.2447790848896916,0
2.0896947411181697,1.7645903678599222,1.5805072647609784,1
0.2798197276982016,1.3804442257217608,2.136220163173859,0
2.537378437803254,1.8944589517512451,2.0211964979550707,1
1.4750143254068515,2.1427292840048313,1.6936957092140126,0
1.5328906090394063,3.0748108174891335,2.2098472835906886,0
0.9873116667328524,2.147019559332167,2.7425964943405177,1
1.0765577078664141,1.6537380154227934,1.3894798779080262,0
1.8154249472270012,3.418654577881583,2.2023690190039975,0
0.4079801942285644,1.445350188749483,1.8896447263885812,0
2.545966893597197,1.9217412651352703,2.4978524997379203,1
3.374274518597997,4.705559469752415,0.25842870404708806,1
0.5084237252174669,1.9817441266841656,2.3083040013545473,0
2.991303903010022,3.293006606900149,1.2746738461641924,1
1.2365769353880158,2.4285678972264524,1.8791952525721691,0
0.5618059925201627,1.7862149385868054,2.2351395177707603,0
0.7761083271790788,2.083698894794528,1.3781052546831563,0
1.2542409247787811,2.8441199668947887,1.8245202051770504,0
1.055453491530733,2.4222666728794513,1.3774250796711391,0
3.3981967062498883,1.3234130412444722,2.9293342921061614,1
1.3802552105881631,1.8895173183820049,1.8255849026113875,1
1.0585308403493923,2.036111944838974,2.156064742733619,0
0.5289179605576245,2.4301470626236954,3.235358910690333,0
0.7035752309823237,1.6618969962483463,1.9811861925275593,0
2.394813995670707,2.2875713867465164,1.2185592699771532,1
2.008605136280602,2.048276191530924,1.48840942852554,1
0.7347820202229307,2.4401921528652455,2.1761325235124116,0
2.029241455269029,1.8050390127392895,2.4001530062781886,1
0.4518391401483421,2.297258886078043,2.1160479258327154,0
2.2893324244321547,3.5754103631355902,0.8109719394665913,1
0.974835802772607,3.424995372312875,3.3210347723476494,0
1.2640990204068294,2.3953313784538532,2.5719001644497843,0
0.8992074211713977,2.327870662665842,1.8399884519998366,0
2.2337715091915644,2.684450834721178,1.200132232196274,1
0.6427267624300818,2.022178762208725,2.5080223146593053,0
1.3094710571510328,1.9995356014731818,1.5979950184078784,0
0.8235112315201134,2.192131828889406,1.731610028453473,0
0.6971102462434315,1.9673483113397823,1.92865416020162,0
2.5621777025449908,1.6954340984524618,1.4914977647218792,1
1.4547979937778401,1.7603660863802857,1.4152013094095277,1
0.7786631403758448,1.8636381813536853,1.9494227891763276,0
2.6722732557193885,2.6510199282325857,3.4050944424415035,1
1.4256848052803215,2.588926447577599,1.710731801749448,0
2.363324671078011,2.4135115640107707,1.36405674543379,1
1.584490781927328,2.715640644668307,1.6991497164593947,0
3.03091074975919,1.7894487897667275,1.6849270890620411,1
4.995137716742362,0.13661138327575903,5.9346337826430045,1
1.7325544499770207,2.1038859004937427,2.6378273608813463,1
1.98239280084551,2.508006126128408,0.45619148049640357,1
2.3216202728904607,3.0753148337883975,2.4816540028852274,1
3.088906786112966,0.38195341324739956,2.5469141162844733,1
1.5249934107087137,2.428457034095272,1.7529524130146408,0
0.8642654031494654,2.088971849019858,1.3796974461632194,0
0.9247350900658268,2.063734854280933,1.4762590070802741,0
