QA_data_pi_unbal.csv
RUN PARAMS:
	nr_qubits:  3
	nr_layers:  4
	batch_size: 100
	shots:      2000
	iterations: 200
	seed:       8092
	RESULTS:
		total_loss:
			0.5964829455787704
			0.5046003615291828
			0.29264334976103507
			0.32150169605033685
			0.5824258315197103
			0.5025941045952871
			0.5054424419058849
			0.5795903879075406
			0.49518248755889793
			0.5600064189454006
			0.31738290485686493
			0.3125165176928215
			0.312726086290476
			0.310501844293508
			0.30646426087393974
			0.3026640787387484
			0.29463464822970487
			0.28910298955251634
			0.28484796297570514
			0.28274871856399275
			0.28551866673710363
			0.2738373349751406
			0.26472465500470077
			0.25691060652138675
			0.2667797261513942
			0.2553966020225764
			0.24920503588724097
			0.248730173450684
			0.2453188644151046
			0.246485873084279
			0.2500249693754985
			0.24678247290204458
			0.2579246805598147
			0.26860385302497597
			0.24516912984993505
			0.24519804233368847
			0.23965469876870849
			0.2426640474685223
			0.23443520396161127
			0.22993178639095463
			0.2308671842047827
			0.22832836137722873
			0.22179628144223207
			0.22815299983150633
			0.20896240477597658
			0.21937615243674558
			0.21155524945111678
			0.22160274739830327
			0.21221526619140785
			0.21457038004989942
			0.2100869081793351
			0.22025809980714456
			0.227887648469712
			0.21818192812640091
			0.21546469549607883
			0.20152782995061758
			0.21481683748840036
			0.21000143255972267
			0.22052184060920338
			0.21251270004443107
			0.22718362168550793
			0.20312171654816824
			0.2066774870773242
			0.22365007104377005
			0.2152089225208993
			0.21917429604776933
			0.215699658653413
			0.22695211369873916
			0.21136223765207734
			0.21685739876989524
			0.23086867631716568
			0.24892698248303818
			0.22929339333564513
			0.22612972212913268
			0.23081135194657637
			0.22433926022168932
			0.21219933239888406
			0.21347685913963438
			0.2205857306964693
			0.21302892950555713
			0.21409372174816962
			0.21392105461263278
			0.21836719299426477
			0.21769388784284796
			0.2148836351398997
			0.20898648075646334
			0.20497277715632634
			0.2098133039080063
			0.21488128840251491
			0.2110347223041587
			0.22056289074312602
			0.25579726481045556
			0.2140444089258018
			0.22328331577183597
			0.21126419458992804
			0.21012356403971097
			0.203114957691391
			0.20838378776720146
			0.20906550868524384
			0.2071006795854489
			0.22045558398973594
			0.20772766922000502
			0.20764541830517702
			0.20318585995805083
			0.22426045850346563
			0.20445812717920508
			0.2028653066372998
			0.22172566668236232
			0.2085709602729141
			0.22153927530473866
			0.22617159511540608
			0.20391581103955053
			0.20067060224204603
			0.20264434170246445
			0.20073229941675735
			0.2017830442310795
			0.21528679212922425
			0.20541779545531377
			0.21007397993190544
			0.2212635729687918
			0.23906542654423354
			0.2159380998074391
			0.21380784497584504
			0.2180935206782577
			0.20666553255463166
			0.20366644675429102
			0.22136833390047644
			0.2015293900798799
			0.20561953602551902
			0.2012601955493939
			0.20121280238217543
			0.21223712538070832
			0.20798286968343294
			0.20249080003068148
			0.20215980489199595
			0.19558891064909417
			0.2133407139171712
			0.2057789950965052
			0.1982879083390235
			0.1957838906548626
			0.20884104967102657
			0.19807106743929814
			0.2027305370246486
			0.19743473060812
			0.2097091443664465
			0.2027175126292785
			0.1980450134192518
			0.19552386592086693
			0.1951530617668309
			0.19606146503746452
			0.20368315914864352
			0.20376866687839668
			0.20420990451678703
			0.1952970727762814
			0.19996297256017764
			0.19806633108807678
			0.20909823084107432
			0.21465307863513206
			0.19897728848896853
			0.20617326436677466
			0.1963291032107398
			0.19274197634206458
			0.20240360240752178
			0.203725342120742
			0.19930096581247397
			0.19514940722728288
			0.20103724654446875
			0.20613365595547734
			0.1943170686864574
			0.19560218222415265
			0.20539916876328287
			0.2046673117600849
			0.21022081605033882
			0.19044942706166337
			0.1990927135989089
			0.21559922858558628
			0.19342364715869492
			0.19833504334430413
			0.19587337937960703
			0.19386737027162354
			0.19286252853484454
			0.21190690193063902
			0.20829999788233095
			0.1970820613164313
			0.19451429945534118
			0.19518778427107603
			0.20026205953079312
			0.20634682179442243
			0.1917618863566758
			0.18713826851661314
			0.19219144186690026
			0.2012343033002679
			0.19439684271929397
			0.19132398056973668
			0.194478343077366
			0.20292880980557482
			0.19165723450491035
			0.18888127523910417
			0.20065618041623368
			0.19517518774763054
		eind_theta:
			3.7521958896576857
			3.088510074737643
			6.586658917055541
			5.215085611150821
			0.8008745347982978
			3.42863580844889
			5.23901814037988
			8.225745647130456
			3.066383687380588
			5.555380945589333
			-2.260465642575615
			1.3271357486233804
			-0.5463756177575626
			3.3721014840366026
			3.6536035336160975
			3.5307608028149575
			7.195073380012707
			6.24296783201506
			9.975100408730555
			1.103929830176485
			2.9564043052782116
			1.1690233134947565
			-1.786592912683726
			4.200347082480448
			3.3419585366369953
			2.943064691195538
			1.9120828777686603
			2.487567522842114
			3.779169068632595
			4.266337070366341
			0.05671504970799091
		Accuracy train 0.903297
		Accuracy test  0.921053
